Order_ID,Order_Date,Customer_ID,Customer_Type,Product,Category,Quantity,Unit_Price,Discount_%,Revenue,Product_Cost,Profit,Acquisition_Channel,Payment_Method,Delivery_Days,Order_Status,Returned,Complaint,Customer_Rating,Repeat_Purchase,Month,Month_Number
LL11163,2025-07-16,C1039,New,Wide-Leg Trousers,Trousers,1,25485.97,13.4,22071.31,17000,5071.31,Google,Card,6,Delivered,No,No,4,No,Jul,7
LL11164,2025-10-27,C1408,New,Basic Bodysuit,Tops,1,14366.31,27.66,10393.22,9000,1393.22,Referral,Transfer,2,Delivered,No,No,4,Yes,Oct,10
LL11165,2025-07-30,C1250,Returning,Statement Earrings,Accessories,1,8673.89,17.22,7180.37,3500,3680.37,Instagram,Transfer,6,Delivered,No,Yes,4,Yes,Jul,7
LL11166,2025-03-03,C1283,Returning,Knit Cardigan,Tops,2,24000.0,15.31,40649.32,29000,11649.32,Instagram,Transfer,3,Delivered,No,No,3,Yes,Mar,3
LL11167,2025-01-17,C1269,Returning,Maxi Skirt,Skirts,1,26000.0,9.57,23512.81,15500,8012.81,WhatsApp,Card,3,Delivered,No,No,3,Yes,Jan,1
LL11168,2025-07-07,C1376,New,Maxi Skirt,Skirts,1,23884.18,17.02,19818.98,15500,4318.98,Instagram,Transfer,4,Delivered,No,No,4,No,Jul,7
LL11169,2025-01-04,C1119,Returning,Wide-Leg Trousers,Trousers,1,28000.0,14.7,1374.53,17000,-2956.6,Instagram,Card,1,Returned,Yes,Yes,3,Yes,Jan,1
LL11170,2025-03-04,C1029,Returning,Basic Bodysuit,Tops,2,15000.0,6.77,0.0,18000,0.0,TikTok,Transfer,3,Cancelled,No,No,4,Yes,Mar,3
LL11171,2025-03-06,C1082,New,Wide-Leg Trousers,Trousers,2,28000.0,18.75,3515.14,34000,-3130.01,WhatsApp,Transfer,4,Returned,Yes,Yes,3,No,Mar,3
LL11172,2025-05-01,C1259,Returning,Leather Tote,Bags,1,38000.0,8.9,34619.85,22500,12119.85,Instagram,USSD,3,Delivered,No,No,4,Yes,May,5
LL11173,2025-12-23,C1428,Returning,Knit Cardigan,Tops,1,22721.7,22.3,17654.1,14500,3154.1,TikTok,Transfer,2,Delivered,No,No,3,Yes,Dec,12
LL11174,2025-02-01,C1145,Returning,Mini Handbag,Bags,1,22000.0,9.04,20010.95,12500,7510.95,Walk-in,Cash,1,Delivered,No,No,4,Yes,Feb,2
LL11175,2025-09-16,C1393,New,Linen Two-Piece,Two-Piece Sets,1,40791.45,19.37,32890.55,27000,5890.55,Referral,USSD,3,Delivered,No,No,3,Yes,Sep,9
LL11176,2025-10-30,C1235,Returning,Wide-Leg Trousers,Trousers,2,26562.63,18.79,43141.82,34000,9141.82,WhatsApp,Transfer,1,Delivered,No,No,3,Yes,Oct,10
LL11177,2025-03-18,C1230,New,Premium Jumpsuit,Jumpsuits,1,52000.0,9.3,47165.93,34000,13165.93,WhatsApp,Card,3,Delivered,No,No,4,No,Mar,3
LL11178,2025-10-17,C1208,Returning,Linen Two-Piece,Two-Piece Sets,1,39112.29,17.0,32461.85,27000,5461.85,Instagram,Cash,7,Delivered,No,Yes,2,Yes,Oct,10
LL11179,2025-05-28,C1439,Returning,Premium Jumpsuit,Jumpsuits,2,52000.0,21.46,81686.24,68000,13686.24,Google,Cash,4,Delivered,No,No,4,Yes,May,5
LL11180,2025-02-02,C1200,New,Premium Jumpsuit,Jumpsuits,1,52000.0,9.04,47301.69,34000,13301.69,WhatsApp,Card,3,Delivered,No,No,4,Yes,Feb,2
LL11181,2025-02-17,C1258,Returning,Mini Handbag,Bags,1,22000.0,7.23,20409.55,12500,7909.55,Referral,Transfer,1,Delivered,No,No,4,Yes,Feb,2
LL11182,2025-08-09,C1390,Returning,Knit Cardigan,Tops,1,22743.01,23.97,17292.03,14500,2792.03,WhatsApp,Transfer,1,Delivered,No,No,4,Yes,Aug,8
LL11183,2025-10-13,C1424,Returning,Satin Dress,Dresses,1,33736.3,19.58,27129.69,21000,6129.69,Instagram,Transfer,6,Delivered,No,No,3,Yes,Oct,10
LL11184,2025-08-28,C1320,Returning,Satin Dress,Dresses,1,34037.1,17.98,27917.42,21000,6917.42,Instagram,Card,7,Delivered,No,Yes,5,Yes,Aug,8
LL11185,2025-09-04,C1394,Returning,Satin Dress,Dresses,1,33294.5,22.43,25825.84,21000,4825.84,Walk-in,Transfer,2,Delivered,No,No,4,Yes,Sep,9
LL11186,2025-10-21,C1154,Returning,Basic Bodysuit,Tops,1,14142.62,25.69,0.0,9000,0.0,Walk-in,Transfer,3,Cancelled,No,No,4,Yes,Oct,10
LL11187,2025-12-28,C1056,Returning,Wide-Leg Trousers,Trousers,1,26143.55,26.04,19336.53,17000,2336.53,Google,Card,7,Delivered,No,Yes,3,Yes,Dec,12
LL11188,2025-10-04,C1072,Returning,Premium Jumpsuit,Jumpsuits,2,49220.54,18.73,14976.95,68000,-15419.14,Referral,Cash,4,Returned,Yes,Yes,2,Yes,Oct,10
LL11189,2025-04-27,C1259,New,Premium Jumpsuit,Jumpsuits,1,52000.0,15.8,43783.79,34000,9783.79,Instagram,USSD,5,Delivered,No,No,4,No,Apr,4
LL11190,2025-05-05,C1256,Returning,Statement Earrings,Accessories,3,9000.0,10.58,24144.43,10500,13644.43,Walk-in,Transfer,2,Delivered,No,No,4,Yes,May,5
LL11191,2025-02-26,C1294,New,Statement Earrings,Accessories,1,9000.0,15.7,7586.6,3500,4086.6,Referral,USSD,1,Delivered,No,No,4,Yes,Feb,2
LL11192,2025-08-14,C1218,Returning,Knit Cardigan,Tops,2,23115.23,7.83,42611.43,29000,13611.43,Walk-in,Card,6,Delivered,No,No,3,Yes,Aug,8
LL11193,2025-10-19,C1154,Returning,Classic Blazer,Outerwear,1,43969.38,30.52,30551.6,30000,551.6,WhatsApp,Card,5,Delivered,No,No,4,Yes,Oct,10
LL11194,2025-08-02,C1149,New,Mini Handbag,Bags,1,21019.81,16.19,17616.99,12500,5116.99,Instagram,Transfer,7,Delivered,No,Yes,3,No,Aug,8
LL11195,2025-01-17,C1112,New,Leather Tote,Bags,1,38000.0,15.09,32264.86,22500,9764.86,Google,Cash,1,Delivered,No,No,4,Yes,Jan,1
LL11196,2025-07-22,C1267,New,Statement Earrings,Accessories,2,8615.06,13.63,14881.68,7000,7881.68,WhatsApp,Card,7,Delivered,No,Yes,3,No,Jul,7
LL11197,2025-02-03,C1314,Returning,Knit Cardigan,Tops,1,24000.0,11.46,21249.65,14500,6749.65,Instagram,Card,2,Delivered,No,No,4,Yes,Feb,2
LL11198,2025-08-19,C1215,New,Basic Bodysuit,Tops,1,14597.43,21.71,11427.89,9000,2427.89,Instagram,Transfer,5,Delivered,No,No,3,No,Aug,8
LL11199,2025-02-05,C1410,Returning,Wide-Leg Trousers,Trousers,1,28000.0,16.3,5512.84,17000,-2747.17,Google,Card,2,Returned,Yes,Yes,3,Yes,Feb,2
LL11200,2025-03-09,C1432,Returning,Mini Handbag,Bags,1,22000.0,5.7,20746.18,12500,8246.18,Instagram,Transfer,1,Delivered,No,No,5,Yes,Mar,3
LL11201,2025-02-21,C1116,New,Satin Dress,Dresses,1,35000.0,15.68,29512.84,21000,8512.84,Walk-in,Card,2,Delivered,No,No,4,No,Feb,2
LL11202,2025-04-23,C1030,Returning,Linen Two-Piece,Two-Piece Sets,1,42000.0,7.85,38704.62,27000,11704.62,TikTok,Card,2,Delivered,No,No,3,Yes,Apr,4
LL11203,2025-01-26,C1225,New,Premium Jumpsuit,Jumpsuits,2,52000.0,8.57,95089.39,68000,27089.39,Google,Transfer,3,Delivered,No,No,4,No,Jan,1
LL11204,2025-11-20,C1012,New,Maxi Skirt,Skirts,1,23436.59,12.46,20516.38,15500,5016.38,Instagram,Transfer,2,Delivered,No,No,4,No,Nov,11
LL11205,2025-04-10,C1055,Returning,Leather Tote,Bags,2,38000.0,3.66,73217.61,45000,28217.61,WhatsApp,Transfer,1,Delivered,No,No,3,Yes,Apr,4
LL11206,2025-09-24,C1269,Returning,Mini Handbag,Bags,1,21483.04,12.95,18701.76,12500,6201.76,Referral,Transfer,1,Delivered,No,No,4,Yes,Sep,9
LL11207,2025-12-19,C1219,Returning,Satin Dress,Dresses,1,33756.6,15.02,28687.46,21000,7687.46,Instagram,Transfer,6,Delivered,No,No,3,Yes,Dec,12
LL11208,2025-06-16,C1084,New,Premium Jumpsuit,Jumpsuits,1,52000.0,17.99,42643.52,34000,8643.52,Instagram,USSD,3,Delivered,No,No,4,Yes,Jun,6
LL11209,2025-09-28,C1448,Returning,Maxi Skirt,Skirts,1,23489.9,13.92,20219.3,15500,4719.3,Google,Transfer,6,Delivered,No,No,3,Yes,Sep,9
LL11210,2025-12-05,C1304,New,Knit Cardigan,Tops,1,21758.86,17.64,17920.28,14500,3420.28,Referral,Transfer,6,Delivered,No,No,4,No,Dec,12
LL11211,2025-12-15,C1276,New,Maxi Skirt,Skirts,3,24028.68,18.06,59068.25,46500,12568.25,Instagram,Transfer,5,Delivered,No,No,3,Yes,Dec,12
LL11212,2025-09-27,C1250,Returning,Linen Two-Piece,Two-Piece Sets,1,40490.78,14.07,34794.41,27000,7794.41,TikTok,Transfer,5,Delivered,No,No,4,Yes,Sep,9
LL11213,2025-10-27,C1481,Returning,Wide-Leg Trousers,Trousers,2,26425.13,17.1,43811.63,34000,9811.63,WhatsApp,USSD,9,Delivered,No,Yes,3,Yes,Oct,10
LL11214,2025-02-12,C1388,New,Knit Cardigan,Tops,3,24000.0,7.14,66861.31,43500,23361.31,WhatsApp,Card,5,Delivered,No,Yes,4,No,Feb,2
LL11215,2025-01-18,C1083,New,Knit Cardigan,Tops,2,24000.0,9.77,43309.71,29000,14309.71,WhatsApp,Card,2,Delivered,No,Yes,3,Yes,Jan,1
LL11216,2025-11-09,C1219,New,Mini Handbag,Bags,2,21077.19,17.9,34608.08,25000,9608.08,Instagram,Transfer,5,Delivered,No,No,4,Yes,Nov,11
LL11217,2025-05-23,C1166,New,Linen Two-Piece,Two-Piece Sets,3,42000.0,21.99,98289.77,81000,17289.77,TikTok,Transfer,4,Delivered,No,No,4,Yes,May,5
LL11218,2025-05-03,C1240,Returning,Silk Scarf,Accessories,1,12000.0,12.3,10523.88,5500,5023.88,Google,Transfer,2,Delivered,No,No,4,Yes,May,5
LL11219,2025-04-17,C1444,Returning,Mini Handbag,Bags,1,22000.0,11.54,19461.94,12500,6961.94,TikTok,USSD,7,Delivered,No,Yes,3,Yes,Apr,4
LL11220,2025-03-21,C1490,New,Satin Dress,Dresses,1,35000.0,11.46,30989.42,21000,9989.42,Instagram,Card,3,Delivered,No,No,4,No,Mar,3
LL11221,2025-03-21,C1045,New,Premium Jumpsuit,Jumpsuits,2,52000.0,4.18,99655.85,68000,31655.85,Instagram,Transfer,4,Delivered,No,No,4,No,Mar,3
LL11222,2025-02-26,C1322,Returning,Premium Jumpsuit,Jumpsuits,1,52000.0,11.86,45831.76,34000,11831.76,TikTok,Card,5,Delivered,No,No,3,Yes,Feb,2
LL11223,2025-08-22,C1409,Returning,Basic Bodysuit,Tops,1,13804.05,21.2,10877.19,9000,1877.19,Google,USSD,5,Delivered,No,No,3,Yes,Aug,8
LL11224,2025-02-12,C1361,New,Maxi Skirt,Skirts,2,26000.0,11.99,45765.23,31000,14765.23,Google,Card,3,Delivered,No,No,5,No,Feb,2
LL11225,2025-07-23,C1384,Returning,Linen Two-Piece,Two-Piece Sets,1,38947.83,11.67,34401.08,27000,7401.08,Instagram,Transfer,8,Delivered,No,Yes,2,Yes,Jul,7
LL11226,2025-11-27,C1107,Returning,Satin Dress,Dresses,1,32386.31,18.92,26258.47,21000,5258.47,Referral,Transfer,6,Delivered,No,No,4,Yes,Nov,11
LL11227,2025-03-06,C1381,Returning,Wide-Leg Trousers,Trousers,1,28000.0,18.48,22824.68,17000,5824.68,WhatsApp,Cash,1,Delivered,No,No,4,Yes,Mar,3
LL11228,2025-05-19,C1492,Returning,Classic Blazer,Outerwear,2,48000.0,5.85,90382.43,60000,30382.43,TikTok,Transfer,6,Delivered,No,No,3,Yes,May,5
LL11229,2025-06-03,C1188,Returning,Mini Handbag,Bags,2,22000.0,9.46,39838.96,25000,14838.96,WhatsApp,Transfer,5,Delivered,No,No,3,Yes,Jun,6
LL11230,2025-02-21,C1493,Returning,Premium Jumpsuit,Jumpsuits,2,52000.0,8.88,94759.86,68000,26759.86,WhatsApp,Card,3,Delivered,No,No,4,Yes,Feb,2
LL11231,2025-08-28,C1490,New,Basic Bodysuit,Tops,1,13947.3,24.07,10589.86,9000,1589.86,Referral,Card,5,Delivered,No,No,4,No,Aug,8
LL11232,2025-08-20,C1440,New,Satin Dress,Dresses,1,33612.21,19.4,27092.66,21000,6092.66,TikTok,Cash,6,Delivered,No,No,5,Yes,Aug,8
LL11233,2025-10-11,C1034,Returning,Maxi Skirt,Skirts,1,24053.97,21.53,18875.74,15500,3375.74,TikTok,Card,5,Delivered,No,No,3,Yes,Oct,10
LL11234,2025-05-17,C1374,Returning,Knit Cardigan,Tops,1,24000.0,15.73,20223.99,14500,5723.99,WhatsApp,Transfer,1,Delivered,No,No,4,Yes,May,5
LL11235,2025-02-24,C1028,New,Leather Tote,Bags,2,38000.0,19.28,61350.55,45000,16350.55,Referral,Cash,3,Delivered,No,No,4,No,Feb,2
LL11236,2025-02-27,C1070,Returning,Knit Cardigan,Tops,1,24000.0,10.83,21399.82,14500,6899.82,Instagram,Transfer,3,Delivered,No,No,3,Yes,Feb,2
LL11237,2025-09-09,C1216,New,Statement Earrings,Accessories,1,8656.79,14.11,7435.71,3500,3935.71,Instagram,USSD,4,Delivered,No,No,4,No,Sep,9
LL11238,2025-10-11,C1357,New,Basic Bodysuit,Tops,2,14587.52,25.02,21875.94,18000,3875.94,Google,Cash,6,Delivered,No,No,5,No,Oct,10
LL11239,2025-06-07,C1337,Returning,Satin Dress,Dresses,2,35000.0,24.33,52969.28,42000,10969.28,TikTok,Cash,2,Delivered,No,No,4,Yes,Jun,6
LL11240,2025-03-05,C1158,New,Statement Earrings,Accessories,2,9000.0,5.83,16949.97,7000,9949.97,WhatsApp,Card,3,Delivered,No,No,3,No,Mar,3
LL11241,2025-12-06,C1412,New,Premium Jumpsuit,Jumpsuits,2,50908.9,25.95,75392.28,68000,7392.28,Referral,Card,3,Delivered,No,No,4,No,Dec,12
LL11242,2025-03-15,C1453,Returning,Premium Jumpsuit,Jumpsuits,1,52000.0,11.78,45872.03,34000,11872.03,TikTok,Card,6,Delivered,No,No,5,Yes,Mar,3
LL11243,2025-07-19,C1395,New,Linen Two-Piece,Two-Piece Sets,1,40557.51,23.26,0.0,27000,0.0,WhatsApp,Transfer,4,Cancelled,No,No,4,Yes,Jul,7
LL11244,2025-10-18,C1112,Returning,Silk Scarf,Accessories,1,11497.93,20.06,9191.18,5500,3691.18,TikTok,USSD,4,Delivered,No,No,3,Yes,Oct,10
LL11245,2025-07-20,C1292,Returning,Silk Scarf,Accessories,1,11048.62,17.13,0.0,5500,0.0,Google,Card,2,Cancelled,No,No,3,Yes,Jul,7
LL11246,2025-09-04,C1112,Returning,Basic Bodysuit,Tops,3,14252.32,22.55,33115.97,27000,6115.97,Referral,Cash,5,Delivered,No,No,5,Yes,Sep,9
LL11247,2025-07-25,C1183,Returning,Wide-Leg Trousers,Trousers,1,27053.1,21.86,21138.16,17000,4138.16,WhatsApp,Card,6,Delivered,No,No,4,Yes,Jul,7
LL11248,2025-06-09,C1386,Returning,Maxi Skirt,Skirts,1,26000.0,6.85,24219.58,15500,8719.58,Google,Card,1,Delivered,No,No,3,Yes,Jun,6
LL11249,2025-02-03,C1121,Returning,Mini Handbag,Bags,3,22000.0,12.92,57474.96,37500,19974.96,Instagram,Card,2,Delivered,No,No,4,Yes,Feb,2
LL11250,2025-05-31,C1432,Returning,Silk Scarf,Accessories,1,12000.0,0.26,11969.38,5500,6469.38,WhatsApp,Transfer,3,Delivered,No,No,5,Yes,May,5
LL11251,2025-11-30,C1003,New,Silk Scarf,Accessories,3,11106.65,16.25,27905.23,16500,11405.23,Instagram,Card,3,Delivered,No,No,3,No,Nov,11
LL11252,2025-09-21,C1370,Returning,Wide-Leg Trousers,Trousers,1,25602.72,17.87,0.0,17000,0.0,WhatsApp,Cash,6,Cancelled,No,No,3,Yes,Sep,9
LL11253,2025-01-27,C1328,Returning,Premium Jumpsuit,Jumpsuits,1,52000.0,3.55,50154.69,34000,16154.69,Referral,Transfer,5,Delivered,No,No,3,Yes,Jan,1
LL11254,2025-10-24,C1264,New,Knit Cardigan,Tops,1,22585.52,13.1,19625.95,14500,5125.95,Instagram,Card,5,Delivered,No,No,4,No,Oct,10
LL11255,2025-02-17,C1202,Returning,Knit Cardigan,Tops,2,24000.0,12.87,41823.22,29000,12823.22,Google,Transfer,3,Delivered,No,No,3,Yes,Feb,2
LL11256,2025-05-13,C1332,New,Wide-Leg Trousers,Trousers,1,28000.0,12.01,24637.85,17000,7637.85,TikTok,Transfer,3,Delivered,No,No,4,Yes,May,5
LL11257,2025-01-28,C1485,Returning,Classic Blazer,Outerwear,1,48000.0,9.54,43420.03,30000,13420.03,WhatsApp,Cash,4,Delivered,No,No,3,Yes,Jan,1
LL11258,2025-04-30,C1109,Returning,Maxi Skirt,Skirts,1,26000.0,11.74,3696.48,15500,-1893.08,WhatsApp,Card,2,Returned,Yes,Yes,2,Yes,Apr,4
LL11259,2025-05-27,C1340,New,Premium Jumpsuit,Jumpsuits,1,52000.0,1.32,51315.49,34000,17315.49,WhatsApp,Transfer,3,Delivered,No,No,3,No,May,5
LL11260,2025-11-15,C1080,Returning,Statement Earrings,Accessories,1,8369.58,13.63,0.0,3500,0.0,Instagram,USSD,4,Cancelled,No,No,4,Yes,Nov,11
LL11261,2025-04-12,C1419,New,Knit Cardigan,Tops,1,24000.0,15.0,20400.39,14500,5900.39,Referral,Transfer,3,Delivered,No,No,4,No,Apr,4
LL11262,2025-06-16,C1091,New,Leather Tote,Bags,1,38000.0,9.96,34214.06,22500,11714.06,Referral,Transfer,2,Delivered,No,No,3,Yes,Jun,6
LL11263,2025-12-24,C1352,New,Mini Handbag,Bags,1,19807.39,15.42,16753.76,12500,4253.76,Instagram,Transfer,2,Delivered,No,No,4,No,Dec,12
LL11264,2025-06-03,C1070,New,Leather Tote,Bags,1,38000.0,12.53,33239.75,22500,10739.75,Walk-in,Transfer,2,Delivered,No,No,3,Yes,Jun,6
LL11265,2025-10-19,C1327,New,Leather Tote,Bags,1,36117.49,15.42,30547.85,22500,8047.85,Walk-in,Transfer,4,Delivered,No,No,4,Yes,Oct,10
LL11266,2025-01-07,C1051,New,Linen Two-Piece,Two-Piece Sets,1,42000.0,5.43,39718.26,27000,12718.26,Google,Card,2,Delivered,No,No,4,No,Jan,1
LL11267,2025-04-16,C1359,Returning,Linen Two-Piece,Two-Piece Sets,1,42000.0,10.84,37445.12,27000,10445.12,Referral,Cash,1,Delivered,No,No,5,Yes,Apr,4
LL11268,2025-04-24,C1330,New,Basic Bodysuit,Tops,1,15000.0,12.6,13110.15,9000,4110.15,TikTok,Cash,4,Delivered,No,No,3,No,Apr,4
LL11269,2025-01-14,C1192,New,Linen Two-Piece,Two-Piece Sets,1,42000.0,5.88,39532.42,27000,12532.42,WhatsApp,Transfer,4,Delivered,No,No,5,No,Jan,1
LL11270,2025-01-03,C1487,New,Leather Tote,Bags,1,38000.0,16.34,31790.67,22500,9290.67,TikTok,Card,3,Delivered,No,No,5,No,Jan,1
LL11271,2025-01-15,C1263,New,Premium Jumpsuit,Jumpsuits,1,52000.0,7.97,47853.53,34000,13853.53,Instagram,Transfer,6,Delivered,No,No,4,No,Jan,1
LL11272,2025-11-02,C1146,New,Wide-Leg Trousers,Trousers,1,26564.55,17.99,21786.49,17000,4786.49,Google,Cash,7,Delivered,No,Yes,3,Yes,Nov,11
LL11273,2025-10-25,C1045,New,Classic Blazer,Outerwear,2,44717.02,14.61,76365.32,60000,16365.32,Referral,USSD,7,Delivered,No,Yes,4,No,Oct,10
LL11274,2025-05-15,C1371,Returning,Premium Jumpsuit,Jumpsuits,1,52000.0,21.37,40887.09,34000,6887.09,WhatsApp,Transfer,4,Delivered,No,No,4,Yes,May,5
LL11275,2025-04-24,C1088,Returning,Wide-Leg Trousers,Trousers,1,28000.0,16.53,23370.95,17000,6370.95,Instagram,Cash,1,Delivered,No,Yes,4,Yes,Apr,4
LL11276,2025-06-15,C1325,New,Linen Two-Piece,Two-Piece Sets,1,42000.0,17.35,34714.68,27000,7714.68,WhatsApp,Card,4,Delivered,No,No,5,No,Jun,6
LL11277,2025-08-28,C1099,New,Leather Tote,Bags,2,36140.23,13.36,62626.44,45000,17626.44,WhatsApp,Transfer,3,Delivered,No,No,3,No,Aug,8
LL11278,2025-04-13,C1398,New,Linen Two-Piece,Two-Piece Sets,1,42000.0,6.91,39096.77,27000,12096.77,Instagram,Transfer,1,Delivered,No,No,3,Yes,Apr,4
LL11279,2025-06-12,C1276,Returning,Silk Scarf,Accessories,2,12000.0,6.48,22444.36,11000,11444.36,Google,Cash,4,Delivered,No,No,5,Yes,Jun,6
LL11280,2025-03-29,C1020,Returning,Basic Bodysuit,Tops,3,15000.0,8.44,41203.49,27000,14203.49,TikTok,Card,2,Delivered,No,No,5,Yes,Mar,3
LL11281,2025-11-28,C1026,Returning,Statement Earrings,Accessories,1,8155.13,12.98,7096.43,3500,3596.43,Google,Card,4,Delivered,No,No,4,Yes,Nov,11
LL11282,2025-07-25,C1386,New,Knit Cardigan,Tops,1,23053.5,17.73,18966.98,14500,4466.98,WhatsApp,Transfer,6,Delivered,No,No,3,No,Jul,7
LL11283,2025-07-28,C1120,Returning,Basic Bodysuit,Tops,2,14323.43,13.01,0.0,18000,0.0,TikTok,Transfer,4,Cancelled,No,No,5,Yes,Jul,7
LL11284,2025-03-13,C1074,Returning,Basic Bodysuit,Tops,1,15000.0,13.13,13030.95,9000,4030.95,Instagram,Transfer,2,Delivered,No,No,3,Yes,Mar,3
LL11285,2025-06-17,C1263,New,Leather Tote,Bags,1,38000.0,9.16,34520.95,22500,12020.95,Google,Card,2,Delivered,No,No,3,No,Jun,6
LL11286,2025-01-03,C1449,Returning,Leather Tote,Bags,1,38000.0,14.66,32430.85,22500,9930.85,Google,Transfer,5,Delivered,No,No,2,Yes,Jan,1
LL11287,2025-09-29,C1136,Returning,Wide-Leg Trousers,Trousers,1,26554.55,18.56,21627.26,17000,4627.26,TikTok,USSD,1,Delivered,No,No,4,Yes,Sep,9
LL11288,2025-11-30,C1442,Returning,Knit Cardigan,Tops,1,21771.21,14.45,18624.48,14500,4124.48,Instagram,USSD,2,Delivered,No,No,4,Yes,Nov,11
LL11289,2025-08-23,C1141,New,Basic Bodysuit,Tops,1,13991.98,35.0,9094.78,9000,94.78,Google,Transfer,3,Delivered,No,No,4,No,Aug,8
LL11290,2025-03-01,C1369,Returning,Wide-Leg Trousers,Trousers,2,28000.0,15.14,47523.85,34000,13523.85,Instagram,Cash,2,Delivered,No,No,4,Yes,Mar,3
LL11291,2025-06-09,C1397,New,Wide-Leg Trousers,Trousers,2,28000.0,9.85,11825.92,34000,-6690.77,WhatsApp,Transfer,5,Returned,Yes,Yes,2,Yes,Jun,6
LL11292,2025-11-08,C1374,Returning,Satin Dress,Dresses,1,33906.77,16.57,0.0,21000,0.0,Walk-in,Card,6,Cancelled,No,No,4,Yes,Nov,11
LL11293,2025-07-21,C1140,New,Premium Jumpsuit,Jumpsuits,1,47239.37,18.04,38715.32,34000,4715.32,Referral,Transfer,8,Delivered,No,Yes,2,No,Jul,7
LL11294,2025-01-13,C1273,Returning,Premium Jumpsuit,Jumpsuits,1,52000.0,14.33,44549.18,34000,10549.18,Referral,Card,3,Delivered,No,No,4,Yes,Jan,1
LL11295,2025-01-25,C1072,New,Linen Two-Piece,Two-Piece Sets,1,42000.0,6.55,39249.4,27000,12249.4,TikTok,USSD,4,Delivered,No,No,4,Yes,Jan,1
LL11296,2025-09-12,C1067,Returning,Leather Tote,Bags,1,37090.07,26.7,27187.94,22500,4687.94,Instagram,Transfer,5,Delivered,No,No,4,Yes,Sep,9
LL11297,2025-04-18,C1492,New,Wide-Leg Trousers,Trousers,1,28000.0,3.77,26944.27,17000,9944.27,WhatsApp,Transfer,2,Delivered,No,No,4,No,Apr,4
LL11298,2025-10-28,C1373,Returning,Knit Cardigan,Tops,1,23284.15,20.13,18596.85,14500,4096.85,Instagram,Transfer,3,Delivered,No,No,4,Yes,Oct,10
LL11299,2025-12-18,C1378,Returning,Leather Tote,Bags,1,37158.85,17.9,30506.0,22500,8006.0,Walk-in,Card,6,Delivered,No,No,5,Yes,Dec,12
LL11300,2025-06-02,C1170,Returning,Mini Handbag,Bags,1,22000.0,12.84,19174.35,12500,6674.35,WhatsApp,Card,2,Delivered,No,No,4,Yes,Jun,6
LL11301,2025-03-16,C1045,Returning,Linen Two-Piece,Two-Piece Sets,1,42000.0,10.46,6150.96,27000,-5719.07,Instagram,Transfer,6,Returned,Yes,Yes,3,Yes,Mar,3
LL11302,2025-08-20,C1012,Returning,Wide-Leg Trousers,Trousers,1,26935.01,28.43,19276.82,17000,2276.82,TikTok,USSD,5,Delivered,No,No,3,Yes,Aug,8
LL11303,2025-07-15,C1036,New,Basic Bodysuit,Tops,1,13664.3,21.26,10758.75,9000,1758.75,Referral,Card,5,Delivered,No,No,4,Yes,Jul,7
LL11304,2025-02-22,C1175,New,Premium Jumpsuit,Jumpsuits,1,52000.0,14.87,44267.14,34000,10267.14,WhatsApp,Card,2,Delivered,No,No,5,Yes,Feb,2
LL11305,2025-06-15,C1414,Returning,Satin Dress,Dresses,1,35000.0,19.71,28100.99,21000,7100.99,WhatsApp,USSD,4,Delivered,No,No,2,Yes,Jun,6
LL11306,2025-08-11,C1406,Returning,Maxi Skirt,Skirts,1,24732.73,15.83,0.0,15500,0.0,Google,Transfer,2,Cancelled,No,No,4,Yes,Aug,8
LL11307,2025-04-05,C1430,Returning,Mini Handbag,Bags,1,22000.0,9.29,19955.76,12500,7455.76,Instagram,Card,1,Delivered,No,No,4,Yes,Apr,4
LL11308,2025-05-03,C1129,New,Classic Blazer,Outerwear,1,48000.0,0.0,48000.0,30000,18000.0,Instagram,Transfer,3,Delivered,No,No,3,No,May,5
LL11309,2025-05-29,C1292,Returning,Leather Tote,Bags,1,38000.0,8.08,34931.47,22500,12431.47,Google,Transfer,2,Delivered,No,No,4,Yes,May,5
LL11310,2025-07-28,C1296,Returning,Premium Jumpsuit,Jumpsuits,1,49592.99,12.68,9227.0,34000,-6129.33,Google,USSD,1,Returned,Yes,Yes,2,Yes,Jul,7
LL11311,2025-06-18,C1465,New,Knit Cardigan,Tops,1,24000.0,6.41,22462.25,14500,7962.25,Referral,Transfer,6,Delivered,No,No,3,Yes,Jun,6
LL11312,2025-01-26,C1142,New,Leather Tote,Bags,1,38000.0,7.19,35267.16,22500,12767.16,WhatsApp,Transfer,3,Delivered,No,No,3,No,Jan,1
LL11313,2025-07-03,C1328,New,Wide-Leg Trousers,Trousers,1,25710.08,22.51,19921.96,17000,2921.96,TikTok,Cash,5,Delivered,No,No,4,Yes,Jul,7
LL11314,2025-11-02,C1047,Returning,Premium Jumpsuit,Jumpsuits,1,47432.57,11.82,41828.04,34000,7828.04,Referral,Transfer,4,Delivered,No,Yes,3,Yes,Nov,11
LL11315,2025-06-18,C1130,Returning,Leather Tote,Bags,1,38000.0,9.04,34566.52,22500,12066.52,Instagram,Cash,1,Delivered,No,No,4,Yes,Jun,6
LL11316,2025-05-31,C1286,New,Statement Earrings,Accessories,1,9000.0,8.76,8211.82,3500,4711.82,Walk-in,Card,3,Delivered,No,No,3,No,May,5
